region,code,countryname,year,survname,ref_year,cpi_domain,cpi_domain_value,cpi2021_unadj,cpi2017_unadj,cpi2011_unadj,cpi2011,cpi2017,cpi2021,version,comparability,cur_adj,survey_coverage,cpi_replication,cpi_domain_var,comparable,cpi2005,cpi_data_level,ref_year_SM25,cpi2011_SM25,cpi2017_SM25,cpi2021_SM25,change_cpi2021,change_icp2021,change_cpi2017,change_icp2017,change_cpi2011,change_icp2011,cpi_id
NAC,CAN,Canada,1998,SLID-LIS,1998,National,1,.64450068,.69976358,.76145451,.761454511595053,.699763579368304,.644500676804639,14-Dec-25,1,1,N,,,,,2,1998,.76145451,.69976358,.64450068,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,1999,SLID-LIS,1999,National,1,.65568176,.71190339,.77466456,.774664559353584,.711903385702595,.655681758000363,14-Dec-25,1,1,N,,,,,2,1999,.77466456,.71190339,.65568176,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2000,SLID-LIS,2000,National,1,.6735126,.73126314,.79573107,.795731067450353,.731263143752628,.673512604780477,14-Dec-25,1,1,N,,,,,2,2000,.79573107,.73126314,.6735126,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2001,SLID-LIS,2001,National,1,.69051963,.74972844,.81582426,.815824256672098,.749728438522869,.690519627334524,14-Dec-25,1,1,N,,,,,2,2001,.81582426,.74972844,.69051963,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2002,SLID-LIS,2002,National,1,.70611431,.76666029,.83424881,.834248814525189,.7666602898091,.706114308074243,14-Dec-25,1,1,N,,,,,2,2002,.83424881,.76666029,.70611431,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2003,SLID-LIS,2003,National,1,.72559287,.78780904,.85726203,.857262034507042,.787809042547538,.725592866054928,14-Dec-25,1,1,N,,,,,2,2003,.85726203,.78780904,.72559287,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2004,SLID-LIS,2004,National,1,.73906903,.80244073,.87318365,.873183645307152,.802440728607755,.739069034073154,14-Dec-25,1,1,N,,,,,2,2004,.87318365,.80244073,.73906903,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2005,SLID-LIS,2005,National,1,.75542868,.82020314,.89251198,.892511983372401,.820203138340475,.75542868100527,14-Dec-25,1,1,N,,,,,2,2005,.89251198,.82020314,.75542868,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2006,SLID-LIS,2006,National,1,.77055256,.83662382,.91038031,.910380306057596,.836623819089096,.770552560224067,14-Dec-25,1,1,N,,,,,2,2006,.91038031,.83662382,.77055256,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2007,SLID-LIS,2007,National,1,.78702999,.85451411,.9298478,.929847795583613,.854514106617243,.787029985971959,14-Dec-25,1,1,N,,,,,2,2007,.9298478,.85451411,.78702999,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2008,SLID-LIS,2008,National,1,.80568472,.8747684,.9518877,.951887696690442,.874768396075889,.805684719726578,14-Dec-25,1,1,N,,,,,2,2008,.9518877,.8747684,.80568472,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2009,SLID-LIS,2009,National,1,.80809746,.87738802,.95473826,.954738262922719,.877388017339602,.808097459867982,14-Dec-25,1,1,N,,,,,2,2009,.95473826,.87738802,.80809746,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2010,SLID-LIS,2010,National,1,.82245631,.89297807,.97170273,.97170273126072,.892978071512915,.822456310145945,14-Dec-25,1,1,N,,,,,2,2010,.97170273,.89297807,.82245631,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2011,SLID-LIS,2011,National,1,.84640733,.91898277,1,1,.918982774036597,.846407325704295,14-Dec-25,1,1,N,,,,,2,2011,1,.91898277,.84640733,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2012,CIS-LIS,2012,National,1,.85923618,.93291164,1.0151568,1.01515683377865,.932911643188113,.859236180849027,14-Dec-25,2,1,N,,,,,2,2012,1.0151568,.93291164,.85923618,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2013,CIS-LIS,2013,National,1,.86729829,.94166504,1.0246819,1.02468192548554,.941665038387865,.867298288247745,14-Dec-25,2,1,N,,,,,2,2013,1.0246819,.94166504,.86729829,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2014,CIS-LIS,2014,National,1,.88383451,.95961916,1.0442189,1.04421887953939,.959619162620496,.88383450928087,14-Dec-25,2,1,N,,,,,2,2014,1.0442189,.95961916,.88383451,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2015,CIS-LIS,2015,National,1,.89377982,.97041724,1.0559689,1.05596891191787,.970417239970688,.893779822763275,14-Dec-25,2,1,N,,,,,2,2015,1.0559689,.97041724,.89377982,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2016,CIS-LIS,2016,National,1,.90654976,.98428214,1.0710561,1.07105613289862,.98428213616008,.906549757125901,14-Dec-25,2,1,N,,,,,2,2016,1.0710561,.98428214,.90654976,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2017,CIS-LIS,2017,National,1,.92102632,1,1.0881597,1.08815967856235,1,.921026323471203,14-Dec-25,2,1,N,,,,,2,2017,1.0881597,1,.92102632,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2018,CIS-LIS,2018,National,1,.94191729,1.0226823,1.1128416,1.11284160404789,1.02268226435127,.941917286014654,14-Dec-25,2,1,N,,,,,2,2018,1.1128416,1.0226823,.94191729,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2019,CIS-LIS,2019,National,1,.96027779,1.0426171,1.1345339,1.13453388597542,1.04261709777221,.960277792349359,14-Dec-25,2,1,N,,,,,2,2019,1.1345339,1.0426171,.96027779,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2020,CIS-LIS,2020,National,1,.96716293,1.0500926,1.1426684,1.14266842683009,1.05009260069235,.967162927319992,14-Dec-25,2,1,N,,,,,2,2020,1.1426684,1.0500926,.96716293,0,0,0,0,0,0,CPI_v13_M_v01_A
NAC,CAN,Canada,2021,CIS-LIS,2021,National,1,1,1.0857453,1.1814643,1.18146425442136,1.08574529795322,1,14-Dec-25,2,1,N,,,,,2,,,,,1,1,1,1,1,1,CPI_v13_M_v01_A
ECA,CHE,Switzerland,1982,SIWS-LIS,1982,National,1,.61383139,.6209052,.60873572,.608735718293319,.620905202649714,.613831385943223,14-Dec-25,0,1,N,,,,,2,1982,.60873572,.6209052,.61383139,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,1992,NPS-LIS,1992,National,1,.83882673,.8484934,.83186328,.831863281990068,.848493400599207,.838826728832096,14-Dec-25,1,1,N,,,,,2,1992,.83186328,.8484934,.83882673,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2000,IES-LIS,2000,National,1,.92303958,.93367672,.91537705,.915377046342754,.933676722722682,.923039578805267,14-Dec-25,2,1,N,,,,,2,2000,.91537705,.93367672,.92303958,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2002,IES-LIS,2002,National,1,.93815978,.94897117,.93037173,.930371729891548,.948971171114235,.938159781395549,14-Dec-25,2,1,N,,,,,2,2002,.93037173,.94897117,.93815978,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2004,IES-LIS,2004,National,1,.95172846,.96269621,.94382777,.943827767228267,.962696213588894,.951728457915565,14-Dec-25,2,1,N,,,,,2,2004,.94382777,.96269621,.95172846,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2006,EU-SILC,2006,National,1,.97308409,.98429794,.96500611,.965006112643913,.984297943957131,.973084085206367,14-Dec-25,3,1,N,,,,,2,2006,.96500611,.98429794,.97308409,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2007,EU-SILC,2007,National,1,.98021048,.99150647,.97207335,.972073350509072,.991506465860763,.980210482234167,14-Dec-25,3,1,N,,,,,2,2007,.97207335,.99150647,.98021048,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2008,EU-SILC,2008,National,1,1.0039908,1.0155608,.99565626,.99565625879399,1.01556082969663,1.00399080075677,14-Dec-25,3,1,N,,,,,2,2008,.99565626,1.0155608,1.0039908,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2009,EU-SILC,2009,National,1,.99916682,1.0106813,.99087233,.990872328063669,1.01068126145329,.999166824206355,14-Dec-25,3,1,N,,,,,2,2009,.99087233,1.0106813,.99916682,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2010,EU-SILC,2010,National,1,1.0060435,1.0176371,.99769188,.997691878446188,1.01763714425266,1.00604346038362,14-Dec-25,3,1,N,,,,,2,2010,.99769188,1.0176371,1.0060435,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2011,EU-SILC,2011,National,1,1.0083709,1.0199914,1,1,1.01999140840711,1.00837090299907,14-Dec-25,3,1,N,,,,,2,2011,1,1.0199914,1.0083709,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2012,EU-SILC,2012,National,1,1.0013874,1.0129275,.99307449,.99307449357082,1.01292745135047,1.00138742382735,14-Dec-25,3,1,N,,,,,2,2012,.99307449,1.0129275,1.0013874,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2013,EU-SILC,2013,National,1,.99921119,1.0107261,.99091632,.990916324180745,1.01072613711471,.99921118861066,14-Dec-25,3,1,N,,,,,2,2013,.99091632,1.0107261,.99921119,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2014,EU-SILC,2014,National,1,.99907925,1.0105927,.99078548,.990785477597261,1.01059267472374,.999079246723117,14-Dec-25,3,1,N,,,,,2,2014,.99078548,1.0105927,.99907925,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2015,EU-SILC,2015,National,1,.98765073,.99903246,.97945183,.979451834261299,.999032455895105,.987650730558163,14-Dec-25,3,1,N,,,,,2,2015,.97945183,.99903246,.98765073,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2016,EU-SILC,2016,National,1,.98335821,.99469046,.97519494,.975194943521697,.994690463914184,.983358205799103,14-Dec-25,3,1,N,,,,,2,2016,.97519494,.99469046,.98335821,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2017,EU-SILC,2017,National,1,.98860725,1,.98040041,.980400414903175,1,.988607251676579,14-Dec-25,3,1,N,,,,,2,2017,.98040041,1,.98860725,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2018,EU-SILC,2018,National,1,.99786391,1.0093633,.98958023,.98958022756649,1.00936333004737,.997863907661249,14-Dec-25,3,1,N,,,,,2,2018,.98958023,1.0093633,.99786391,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2019,EU-SILC,2019,National,1,1.0014851,1.0130262,.99317132,.993171315475528,1.01302620886142,1.00148505621883,14-Dec-25,3,1,N,,,,,2,2019,.99317132,1.0130262,1.0014851,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2020,EU-SILC,2020,National,1,.99421551,1.0056729,.98596212,.98596211782084,1.00567288919213,.994215511069878,14-Dec-25,3,1,N,,,,,2,2020,.98596212,1.0056729,.99421551,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2021,EU-SILC,2021,National,1,1,1.011524,.99169859,.991698587321217,1.01152403879711,1,14-Dec-25,3,1,N,,,,,2,2021,.99169859,1.011524,1,0,0,0,0,0,0,CPI_v13_M_v01_A
ECA,CHE,Switzerland,2022,EU-SILC,2022,National,1,1.0283503,1.0402011,1.0198136,1.01981355237209,1.04020106159666,1.02835031269613,14-Dec-25,3,1,N,,,,,2,,,,,1,1,1,1,1,1,CPI_v13_M_v01_A
LAC,CHL,Chile,1987,CASEN,1987,National,1,.12478858,.14120099,.17156871,.171568713944633,.141200985547802,.124788579916443,14-Dec-25,0,1,N,,,,,2,1987,.17156871,.14120099,.12478858,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,1990,CASEN,1990,National,1,.2348001,.26568141,.32282082,.322820821929561,.265681412209662,.234800104342153,14-Dec-25,0,1,N,,,,,2,1990,.32282082,.26568141,.2348001,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,1992,CASEN,1992,National,1,.3153967,.35687821,.43363107,.43363107482003,.356878207692927,.315396699026927,14-Dec-25,0,1,N,,,,,2,1992,.43363107,.35687821,.3153967,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,1994,CASEN,1994,National,1,.38483507,.43544923,.52910016,.529100157618586,.435449226094634,.38483506569908,14-Dec-25,0,1,N,,,,,2,1994,.52910016,.43544923,.38483507,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,1996,CASEN,1996,National,1,.44363964,.50198788,.60994911,.609949108939721,.501987881917015,.443639643708296,14-Dec-25,0,1,N,,,,,2,1996,.60994911,.50198788,.44363964,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,1998,CASEN,1998,National,1,.49169004,.55635794,.6760124,.676012399489318,.556357944614718,.491690037178938,14-Dec-25,0,1,N,,,,,2,1998,.6760124,.55635794,.49169004,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2000,CASEN,2000,National,1,.52789433,.59732389,.72578878,.725788780933256,.59732388738652,.527894329971927,14-Dec-25,1,1,N,,,,,2,2000,.72578878,.59732389,.52789433,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2003,CASEN,2003,National,1,.565552,.63993436,.77756337,.777563373094332,.639934356809509,.565551998919767,14-Dec-25,1,1,N,,,,,2,2003,.77756337,.63993436,.565552,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2006,CASEN,2006,National,1,.61333999,.69400751,.84326589,.843265894669572,.694007506780159,.613339991122994,14-Dec-25,2,1,N,,,,,2,2006,.84326589,.69400751,.61333999,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2009,CASEN,2009,National,1,.69325679,.7844351,.95314152,.953141518732703,.784435103098219,.693256794012218,14-Dec-25,2,1,N,,,,,2,2009,.95314152,.7844351,.69325679,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2011,CASEN,2011,National,1,.7382646,.83536242,1.0150216,1.01502163684954,.835362416493662,.738264603928853,14-Dec-25,2,1,N,,,,,2,2011,1.0150216,.83536242,.7382646,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2013,CASEN,2013,National,1,.77185923,.87337546,1.0612101,1.06121005225162,.873375464593852,.771859229860924,14-Dec-25,2,1,N,,,,,2,2013,1.0612101,.87337546,.77185923,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2015,CASEN,2015,National,1,.84803731,.95957262,1.1659454,1.16594540501471,.959572619610225,.848037314069049,14-Dec-25,2,1,N,,,,,2,2015,1.1659454,.95957262,.84803731,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2017,CASEN,2017,National,1,.88962201,1.0066266,1.2231192,1.22311917326918,1.00662660888019,.889622013195776,14-Dec-25,2,1,N,,,,,2,2017,1.2231192,1.0066266,.88962201,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2020,CASEN,2020,National,1,.96589089,1.0929265,1.3279794,1.32797935958742,1.09292650186441,.965890893690212,14-Dec-25,2,1,N,,,,,2,2020,1.3279794,1.0929265,.96589089,0,0,0,0,0,0,CPI_v13_M_v01_A
LAC,CHL,Chile,2022,CASEN,2022,National,1,1.1680942,1.321724,1.6059837,1.6059836868859,1.32172395624043,1.16809422328676,14-Dec-25,2,1,N,,,,,2,2022,1.6059837,1.321724,1.1680942,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1981,CRHS-CUHS,1981,Urban/Rural,0,,,.17690074,.176900699734688,.150021359324455,.13727168738842,Updated in SM2019 Feb 6 2019,0,,,,,1,,0,1981,.1769007,.15002136,.13727169,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1981,CRHS-CUHS,1981,Urban/Rural,1,,,.1730074,.173007398843765,.152583792805672,.140699490904808,Updated in SM2019 Feb 6 2019,0,,,,,1,,1,1981,.1730074,.15258379,.14069949,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1984,CRHS-CUHS,1984,Urban/Rural,0,,,.18808882,.188088804483414,.159509465098381,.145953431725502,Updated in SM2019 Feb 6 2019,0,,,,,1,,0,1984,.1880888,.15950947,.14595343,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1984,CRHS-CUHS,1984,Urban/Rural,1,,,.18485682,.184856802225113,.163034379482269,.150336116552353,Updated in SM2019 Feb 6 2019,0,,,,,1,,1,1984,.1848568,.16303438,.15033612,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1987,CRHS-CUHS,1987,Urban/Rural,0,,,.22804217,.22804220020771,.193392053246498,.176956474781036,Updated in SM2019 Feb 6 2019,0,,,,,1,,0,1987,.2280422,.19339205,.17695647,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1987,CRHS-CUHS,1987,Urban/Rural,1,,,.24081206,.240812093019485,.212384074926376,.195842117071152,Updated in SM2019 Feb 6 2019,0,,,,,1,,1,1987,.24081209,.21238407,.19584212,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1990,CRHS-CUHS,1990,Urban/Rural,0,,,.33404869,.334048688411713,.283291280269623,.25921556353569,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,1990,.33404869,.28329128,.25921556,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1990,CRHS-CUHS,1990,Urban/Rural,1,,,.34243226,.342432290315628,.3020079433918,.27848544716835,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,1990,.34243229,.30200794,.27848545,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1993,CRHS-CUHS,1993,Urban/Rural,0,,,.40681085,.406810790300369,.344997525215149,.315677672624588,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,1993,.40681079,.34499753,.31567767,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1993,CRHS-CUHS,1993,Urban/Rural,1,,,.4537738,.45377379655838,.400205582380295,.369034767150879,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,1993,.4537738,.40020558,.36903477,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1996,CRHS-CUHS,1996,Urban/Rural,0,,,.63645399,.636453986167908,.539747297763824,.493876457214355,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,1996,.63645399,.5397473,.49387646,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1996,CRHS-CUHS,1996,Urban/Rural,1,,,.72081059,.72081059217453,.635718584060669,.586204349994659,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,1996,.72081059,.63571858,.58620435,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1999,CRHS-CUHS,1999,Urban/Rural,0,,,.63615406,.636154115200043,.539492905139923,.49364373087883,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,1999,.63615412,.53949291,.49364373,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,1999,CRHS-CUHS,1999,Urban/Rural,1,,,.72909373,.729093670845032,.64302384853363,.59294068813324,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,1999,.72909367,.64302385,.59294069,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2002,CRHS-CUHS,2002,Urban/Rural,0,,,.63803965,.638039588928223,.541091978549957,.495106905698776,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,2002,.63803959,.54109198,.49510691,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2002,CRHS-CUHS,2002,Urban/Rural,1,,,.73267031,.732670307159424,.646178185939789,.595849275588989,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,2002,.73267031,.64617819,.59584928,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2005,CRHS-CUHS,2005,Urban/Rural,0,,,.69431019,.694310188293457,.588812470436096,.53877180814743,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,2005,.69431019,.58881247,.53877181,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2005,CRHS-CUHS,2005,Urban/Rural,1,,,.77587861,.775878608226776,.684285759925842,.630988776683807,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,2005,.77587861,.68428576,.63098878,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2008,CRHS-CUHS,2008,Urban/Rural,0,,,.86159194,.861591875553131,.730676412582397,.668579339981079,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,2008,.86159188,.73067641,.66857934,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2008,CRHS-CUHS,2008,Urban/Rural,1,,,.90377641,.903776407241821,.797085106372833,.735002517700195,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,2008,.90377641,.79708511,.73500252,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2010,CRHS-CUHS,2010,Urban/Rural,0,,,.90694004,.90693998336792,.769134044647217,.703768610954285,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,2010,.90693998,.76913404,.70376861,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2010,CRHS-CUHS,2010,Urban/Rural,1,,,.93650407,.936504125595093,.825949311256409,.761618554592133,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,2010,.93650413,.82594931,.76161855,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2011,CRHS-CUHS,2011,Urban/Rural,0,,,1,1,.848053872585297,.775981426239014,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,2011,1,.84805387,.77598143,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2011,CRHS-CUHS,2011,Urban/Rural,1,,,1,1,.881949484348297,.813257098197937,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,2011,1,.88194948,.8132571,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2012,CNIHS,2012,Urban/Rural,0,,,1.0350946,1.03509497642517,.877816021442413,.803214192390442,Updated in SM2019 Feb 6 2019,1,,,,,1,,0,2012,1.035095,.87781602,.80321419,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2012,CNIHS,2012,Urban/Rural,1,,,1.027,1.02699995040894,.905762135982513,.835215032100677,Updated in SM2019 Feb 6 2019,1,,,,,1,,1,2012,1.027,.90576214,.83521503,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2013,CNIHS,2013,Urban/Rural,0,,,1.0788643,1.07886397838593,.914935111999512,.837178707122803,Updated in SM2019 Feb 6 2019,2,,,,,1,,0,2013,1.078864,.91493511,.83717871,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2013,CNIHS,2013,Urban/Rural,1,,,1.053702,1.05370199680328,.92931193113327,.856930613517761,Updated in SM2019 Feb 6 2019,2,,,,,1,,1,2013,1.053702,.92931193,.85693061,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2014,CNIHS,2014,Urban/Rural,0,,,1.1041009,1.10410094261169,.936337113380432,.856761813163757,Updated in SM2019 Feb 6 2019,2,,,,,1,,0,2014,1.1041009,.93633711,.85676181,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2014,CNIHS,2014,Urban/Rural,1,,,1.0758297,1.07582998275757,.948827505111694,.874926149845123,Updated in SM2019 Feb 6 2019,2,,,,,1,,1,2014,1.07583,.94882751,.87492615,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2015,CNIHS,2015,Urban/Rural,0,,,1.1257887,1.12578904628754,.954729437828064,.873591065406799,Updated in SM2019 Feb 6 2019,2,,,,,1,,0,2015,1.125789,.95472944,.87359107,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2015,CNIHS,2015,Urban/Rural,1,,,1.0919672,1.09196698665619,.963059902191162,.888050019741058,Updated in SM2019 Feb 6 2019,2,,,,,1,,1,2015,1.091967,.9630599,.88805002,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2016,CNIHS,2016,Urban/Rural,0,,,1.1640378,1.16403794288635,.987166821956635,.903271734714508,Updated in SM2020 Feb 26 2020,2,,,,,1,,0,2016,1.1640379,.98716682,.90327173,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2016,CNIHS,2016,Urban/Rural,1,,,1.1148984,1.11489903926849,.983284175395966,.906699120998383,Updated in SM2020 Feb 26 2020,2,,,,,1,,1,2016,1.114899,.98328418,.90669912,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2017,CNIHS,2017,Urban/Rural,0,,,1.1809937,1.17917001247406,1,.915014266967773,Updated in SM2021 Nov 9 2021,2,,,,,1,,0,2017,1.17917,1,.91501427,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2017,CNIHS,2017,Urban/Rural,1,,,1.1338518,1.13385200500488,1,.922113001346588,Updated in SM2021 Nov 9 2021,2,,,,,1,,1,2017,1.133852,1,.922113,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2018,CNIHS,2018,Urban/Rural,0,,,1.2689275,1.20393300056458,1.02100002765656,.934229552745819,Updated in SM2021 Nov 9 2021,2,,,,,1,,0,2018,1.203933,1.021,.93422955,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2018,CNIHS,2018,Urban/Rural,1,,,1.1576627,1.15766298770905,1.02100002765656,.941477358341217,Updated in SM2021 Nov 9 2021,2,,,,,1,,1,2018,1.157663,1.021,.94147736,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2019,CNIHS,2019,Urban/Rural,0,,,,1.2424590587616,1.05367195606232,.964124917984009,Updated in SM2021 Nov 9 2021,2,,,,,1,,0,2019,1.2424591,1.053672,.96412492,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2019,CNIHS,2019,Urban/Rural,1,,,,1.19007694721222,1.0495879650116,.967838704586029,Updated in SM2021 Nov 9 2021,2,,,,,1,,1,2019,1.1900769,1.049588,.9678387,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2020,CNIHS,2020,Urban/Rural,0,,,,1.27973294258118,1.08528220653534,.993048667907715,Updated in AM2023 Jul 13 2023,2,,,,,1,,0,2020,1.2797329,1.0852822,.99304867,0,0,0,0,0,0,CPI_v13_M_v01_A
EAP,CHN,China,2020,CNIHS,2020,Urban/Rural,1,,,,1.21744894981384,1.07372844219208,.990099012851715,Updated in AM2023 Jul 13 2023,2,,,,,1,,1,2020,1.2174489,1.0737284,.99009901,0,0,0,0,0,0,CPI_v13_M_v01_A
